Name of cryptocurrency;Cost of cryptocurrency
BETCOIN;$0.04
Gains Associates;$0.10
28VCK;$0.00
KLEVA Protocol;$0.12
APCH;$0.19
GemHUB;$0.26
Operon Origins;$0.00
Dark Energy Crystals;$0.00
Punk Vault (NFTX);$85321.25
Amgen;$1.18
Fenomy;$0.00
ELON BUYS TWITTER;$0.00
Emocoin;$0.00
Kalkulus;$0.00
3X Long Cardano Token;$0.25
Tutellus;$0.16
MacaronSwap;$0.15
AmazingTeamDAO;$2.19
Vetter Token;$0.00
Beethoven X;$0.04
Alephium;$0.08
DXBPay;$0.00
Galaxy War;$0.00
Eco DeFi;$0.04
Ace Cash;$0.68
Kusunoki Samurai;$0.00
Mimir Token;$0.01
ALL.ART protocol;$0.00
Connect;$0.07
CoolHash;$0.40
Crogecoin;$0.00
NFCore;$0.09
World of Defish;$0.00
KickPad;$0.00
Stader BNBx;$290.88
WingRiders Governance Token;$0.15
Tax Haven Inu;$0.00
FrogSwap;$0.12
Envelop;$0.00
Defi For You;$0.00
Kayserispor Token;$0.74
WiBX;$0.01
BOB;$1.00
JUMPX;$0.00
MiniSwap;$0.02
Holdex Finance;$0.00
Movn;$0.02
XDAG;$0.01
Metaverse Index;$29.43
BABİL TOKEN;$0.90
ENO;$1.17
NAGA;$0.04
Blin Metaverse;$0.00
KingdomX;$0.00
Solcial;$0.05
Comdex;$0.14
Tycoon Zone;$0.01
Baby Tiger King;$0.00
Bitcoin Vault;$2.53
Karmaverse;$0.08
Altair;$0.01
BrightyPad;$0.00
ASSARA;$0.00
Redacted Cartel;$25.94
Bitcoin Bam;$0.20
Artmeta;$0.10
Ziktalk;$0.00
BlockCDN;$0.00
fantomGO;$0.01
Curve.fi gDAI/gUSDC/gUSDT;$1.03
Samurai Legends;$0.004266
SoPay;$0.00002139
MetaPlayers.gg;$0.007025
Cake Monster;$0.001733
Bodrumspor Fan Token;$0.04339
Shib Generating;$0.00005851
Hectagon;$1.79
Tosa Inu;$0.0...03475
Lux Bio Cell;$0.0001385
Metan Evolutions;$0.01
Baby FPS Token;$0.00
ApeParkDAO;$5.10
ForthBox;$0.00
Yieldly;$0.00
ARize;$0.00
MetaRare;$0.03
DoKEN;$0.00
iShares Silver Trust Defichain;$13.23
April;$0.05
Buddy DAO;$0.01
HollaEx Token;$0.17
Totally A Rug Pull;$0.00
bHIVE;$0.54
Phaeton;$0.03
Waves.Exchange Token;$0.66
Bomb Money;$0.13
Monster Galaxy;$0.01
Mars Ecosystem Token;$0.00
Golden Doge;$0.00
Türkiye Motosiklet Federasyonu Fan Token;$0.02
Sentre Protocol;$0.00
Mithril Share;$0.39
Mafagafo;$0.02
NEXTEP;$0.00
Winter;$0.01
Dystopia;$0.00
Footie Plus;$0.00
Infinity Skies;$0.01
Apollo Crypto DAO;$0.00
Chainsquare;$0.50
reBaked;$0.00
Zoro Inu;$0.00
Wow100K;$0.68
Ridotto;$0.03
Banana;$0.87
DAOSquare;$0.64
League of Ancients;$0.01
MotoGP Fan Token;$0.12
D Community;$0.00
DAOLaunch;$0.16
JustCarbon;$0.06
Graviton;$0.02
MOVE Network;$0.00
Dragon Mainland Shards;$0.00
Meter Governance mapped by Meter.io;$3.74
Notable;$0.01
MyToken;$0.00
Crypto Fight Club;$0.00
FC Sion Fan Token;$0.04
PulseDoge;$0.00
ShibaWallet;$0.00
Blockearth;$0.47
UniDex;$1.12
Super Bitcoin;$0.37
Moonions;$0.00
Sakaryaspor Token;$0.35
Octopus Protocol;$0.00
STABLE ASSET;$0.88
ADAM Oracle;$0.68
POKELON;$0.00
Bonded dAMM;$0.24
Supernova;$0.03
Coinscope;$0.00
Artificial Intelligence Technology Network;$1.60
MetaFinance;$0.01
3X Long Huobi Token Token;$0.04
DogeZone;$0.00
Alpha5;$0.03
Afrep;$0.03
Moomonster;$0.00
Presale.World;$0.00
Quadrans Token;$0.14
ARMOR;$0.01
Irena Green Energy;$0.00
Pearl;$0.00
LAW TOKEN;$0.00
Secured MoonRat Token;$0.00
SaylorMoon;$0.00
Shack Token;$0.00
Stilton;$0.00
Shih Tzu Inu;$0.00
Ecoin Finance;$0.00
Super Whale DAO;$0.00
ReSource Protocol;$0.23
ARTM;$0.00
Doctors Coin;$0.00
Feisty Doge NFT;$0.00
StaySAFU;$6.20
SteakHut Finance;$0.11
FileStar;$0.008473
VKENAF;$0.00339
Gbrick;$0.0001947
GAMER;$0.01236
Anji;$0.00008649
Unit Protocol Duck;$0.007784
Page Network;$0.03237
KeKChain;$0.0006919
Trusted Node;$0.003957
CeBioLabs;$0.08061
Veritise;$0.25
MEDPING;$0.00
ReadFi;$0.02
SOLARR;$0.02
BitoPro Exchange Token;$0.05
Zenlink;$0.04
DeltaFi;$0.09
PoodleFi;$0.00
pBTC35A;$5.73
Crime Cash Game;$29.35
Grinbit;$0.00
PROXI;$0.01
CouponBay;$0.00
Ardana;$0.16
CORN DecaSwap;$0.06
Chives Coin;$0.00
Elon GOAT;$0.00
Bitcoin City Coin;$0.00
DONASWAP;$0.00
VeldoraBSC;$0.00
Chihuahua Token;$0.00
HeroBook;$0.06
Blitz Labs;$0.01
CRIR MSH;$0.00
Janus Network;$0.06
MatrixETF;$0.00
UwU Lend;$28.18
Darüşşafaka Spor Kulübü Token;$0.18
Falcon 9;$0.00
The APIS;$0.00
Ocavu Network Token;$0.01
StarLink;$0.00
DragonSea;$0.00
AnteDAO;$0.77
Metahero Universe (POW);$0.02
Heroes of NFT;$0.01
Hero Arena;$0.01
PixelVerse;$0.00
Pera Finance;$0.00
Speed Star SPEED;$0.00
Brewlabs;$0.01
Hydranet;$0.02
NASDEX;$0.02
Panther Protocol;$0.04
Ruby Currency;$0.33
Torekko (NEW);$0.00
NVIDIA tokenized stock FTX;$122.44
Saitoki Inu;$0.00
DELOT.IO;$0.00
ℓUSD;$1.15
PRISM Protocol;$0.00
ARB Protocol;$0.00
TabTrader Token;$0.02
ClassZZ;$0.01
Knights & Peasants;$0.16
Vulkania;$0.03
LP 3pool Curve;$1.02
Strip Finance;$0.02
3x Short XRP Token;$0.00
MetaFabric;$0.00
Invesco QQQ Trust Defichain;$204.67
Aarma;$0.05
LavaSwap;$0.00
Bent Finance;$0.11
MetalSwap;$0.04
Graphen;$0.00
Vires Finance;$14.38
Oobit;$0.13
Mars;$0.00
Instrumental Finance;$0.03
The Killbox;$0.00
Bali Coin;$0.00
Crypto Raiders;$0.09
Pando Token;$0.04
CLIMB TOKEN FINANCE;$0.43
Piston;$2.04
Valas Finance;$0.00
Puff;$0.03
Unicorn Milk;$0.01
YES WORLD;$0.01
AnonToken;$0.03
STIMA;$1.02
AFKDAO;$0.01
TribeOne;$0.01
Massive Protocol;$0.16
Project202;$0.00
InPoker;$0.00
Sway Social;$0.01
Icel Idman Yurdu Token;$0.18
Up Spiral;$0.2975
Koreadoge;$0.00005001
Coral Swap;$0.06843
MELI;$0.0009245
BuyMORE;$0.917
CryptoXpress;$0.0758
LeisurePay;$0.00105
Athos Finance;$0.174
YFIONE;$6.23
handleFOREX;$0.02196
PL^Gnet;$0.00
Thetan Coin;$0.00
Sukhavati Network;$0.01
Lemond;$0.00
3X Short Ethereum Token;$0.00
Rebel Bots;$0.14
Revuto;$0.03
Hare Plus;$0.00
Monsoon Finance;$0.01
Metasens;$0.50
Community Vote Power;$0.18
GoldMiner;$0.00
Peruvian National Football Team Fan Token;$0.13
Shintama;$0.00
Colizeum;$0.01
Cojam;$0.00
HODL;$0.00
HedgePay;$0.00
TitsGrow;$0.00
Saudi Shiba Inu;$0.00
Basis Share;$0.34
1irstGold;$61.52
Theos;$0.00
WPT Investing Corp;$0.68
Algodex Token;$0.00
DogeSwap;$0.00
Shaman King Inu;$0.00
DragonBnB.co;$0.00
MEGAWEAPON;$0.27
Learning Cash;$0.00
Mops;$0.00
WETUX;$0.02
DeFIL;$0.01
Filecoin Standard Hashrate Token;$0.85
Uniqly;$0.09
Shopping.io;$0.04
TroveDAO;$0.00
FRMx Token;$473.55
LordToken;$0.01
Vulture Peak;$0.04
Phuture;$0.02
Wrapped KuCoin Token;$9.03
APY Vision;$0.57
Lumiii;$0.02
Raptoreum;$0.00
Envoy;$0.00
DOOR;$0.02
Stater;$0.00
Bolide;$0.03
xWIN Finance;$0.59
Halloween Floki;$0.00
ARC;$0.01
Loud Market;$0.01
The Phoenix;$0.47
ZEUS10000 (NEW);$49.85
Rowan Token;$0.00
Affinity;$0.00
Sifu Vision;$43.21
Tuzlaspor Token;$0.23
Marscoin;$0.06
Solarbeam;$0.07
colR Coin;$0.06
NoblessCoin;$0.00
Hashtagger.com;$0.04
The Three Kingdoms;$0.00
Dignity Gold;$10.13
SportsIcon;$0.03
BelecX Protocol;$0.00
Jax.Network;$0.36
MobieCoin;$0.00
Eterna;$0.00
Hedge;$0.50
Shambala;$0.00
MUU;$0.00
MoneydefiSwap;$0.00
Juicebox;$0.00
Battle Saga;$0.00
Silo Finance;$0.03
AtEM;$0.00
12Ships;$0.00
DYAKON;$0.00
YASHA;$0.00
SmurfsINU;$0.00
Cryptogodz;$0.00
LCG;$0.01
VeriBlock;$0.00
Fanadise;$0.00
Perion;$0.21
No one;$0.00
Axl Inu;$0.00004567
TattooMoney;$0.004461
Millionaire Land;$0.3921
UCX;$0.1997
CoinMooner;$0.004791
Cyber Crystal;$0.3003
Mycelium;$0.08275
XREATORS;$0.05537
JEN COIN;$0.152
LovePot Token;$0.0008406
Xodex;$0.00
CleanCarbon;$0.01
Creator Platform;$0.00
3x Short EOS Token;$0.00
BlockAura;$7.48
3X Long Theta Network Token;$0.00
YAM V1;$0.18
ENNO Cash;$0.47
Krypton Galaxy Coin;$0.00
PartyFi;$0.00
NetZero;$0.25
Rogue Doge;$0.00
Day Of Defeat;$0.00
Shih Tzu;$0.00
Lever Token;$0.01
Quantfury Token;$11.45
Fantom Maker;$0.01
Graviton Zero;$0.00
Renascent Finance;$0.08
Bastion Protocol;$0.00
Pandorium;$0.00
xUSD Token;$1.23
Wiki Cat;$0.00
AurusDeFi;$2.57
WaultSwap;$0.00
Safemars;$0.00
IFToken;$0.00
Haven token;$0.08
Diyarbekirspor Token;$0.23
STFU Labs;$1.44
Tethys;$0.08
PolyCub;$0.05
KLAYMETA;$0.03
KumaDex Token;$0.00
Edufex;$0.00
Marnotaur;$0.01
Grave;$0.17
The Web3 Project (new);$0.01
MCFinance;$0.00
Libero Financial;$0.00
Sandwich Network;$0.00
Savage;$0.00
Mei Flex;$0.30
Proton Loan;$0.00
HeroPark;$0.00
NFTD Protocol;$0.52
MINDOL;$0.03
MYCE;$0.00
CryptoCars;$0.00
Viva Classic;$0.00
Sekuritance;$0.00
BLACKHOLE PROTOCOL;$0.00
Marsupilamii;$0.01
NEXTYPE;$0.01
The Realm Defenders;$0.00
Golden Ball;$0.00
Dibs Share;$1.29
Vention;$0.00
Bursaspor Fan Token;$0.01
Metagame Arena;$0.04
OFFLINE;$0.00
Mytrade;$0.01
Velodrome Finance;$0.03
Hibiki Finance;$0.04
Tiger Token;$0.00
Covenant;$2.41
Single Finance;$0.00
Nest Arcade;$0.00
99Starz;$0.06
CashZone;$0.00
Energyfi;$0.00
A4 Finance;$0.02
H2O Securities;$0.10
Pikachu Inu;$0.00
DekBox;$0.00
KENKA METAVERSE;$0.00
Victory;$0.44
PumpETH;$0.00
Continuum World;$0.00
PicaArtMoney;$0.00
Xcavator;$0.09
Sanin Inu;$0.00
RCD Espanyol Fan Token;$0.03
NBOX;$0.03
ARTIC Foundation;$0.06
Altbase;$0.00
HITOP;$0.00
Draken;$0.00
Block Forest;$0.00
Powabit;$0.00008793
GrimaceCoin;$0.8396
Carrot;$0.1211
Credit Suisse Inu;$0.000000006337
Metasphere;$15.40
SB GROUP;$0.002898
OptionPanda;$0.0003886
Ftribe Fighters (F2 NFT);$0.002461
War Bond Token;$0.0018
Fight 4 Hope;$0.006927
Doont Buy;$0.00
BrowniesSwap;$0.00
Viblos;$0.00
MobiFi;$0.00
Chain of Legends;$0.01
Hodl Finance;$0.00
Starfish OS;$0.46
Parrot USD;$0.99
Friends With Benefits Pro;$8.87
Liquid Driver;$1.05
CORN;$12.28
Wrapped Ampleforth;$4.82
Reforestation Mahogany;$0.00
TON Token;$0.01
Metahub Coin;$0.01
KuSwap;$0.04
Etherlite;$0.00
Convex CRV;$0.85
GAMETREE;$0.41
Armor NXM;$14.45
Memecoin;$0.03
NiiFi;$0.00
Speed Star STAR;$0.29
MarsRise;$0.00
Medicalveda;$0.00
Prometheus;$0.13
Lion Token;$0.00
3X Long Ethereum Classic Token;$0.01
Titano;$0.00
Bonded Cronos;$0.11
Trickle;$0.00
Shina Inu;$0.00
Winerz;$0.00
Swappi;$0.00
Probably Nothing;$0.00
Lucidao;$0.06
Etherrock#72;$0.00
CoinScan;$0.00
ARTL;$0.03
Community Business Token;$0.00
PhotoChromic;$0.00
Pexcoin;$0.00
Hatayspor Token;$0.64
Harmonyville;$0.22
APEmove Governance Token;$0.00
Ki;$0.09
FlatQube;$4.09
Nelore Coin;$0.00
Universal Store of Value;$35.73
Sivasspor Token;$0.65
CheckerChain;$0.00
Safle;$0.02
Mt Pelerin Shares;$8.29
XPROJECT;$0.00
SKY FRONTIER;$0.00
Space Token;$0.02
Libera Financial;$1.21
Kilo Shiba Inu;$0.01
MoonLift Capital;$0.00
Lean Management Token;$0.80
CRYPTORG;$0.04
GG TOKEN;$0.08
Octus Bridge;$1.70
Mercurial Finance;$0.01
BLOCKMAX;$0.03
Metastocks;$0.01
Wrapped Star;$4972.55
Carnomaly;$0.00
xMARK;$0.01
Tegro;$0.16
Launchpad TG DAO 3.0;$0.00
Atlantis Coin;$0.02
ASH;$1.03
Echelon;$0.00
EDGE Activity Token;$0.01
XIDR;$0.00
SideShift Token;$0.15
DarkCrypto;$0.01
Hypersign identity;$0.02
Winry Inu;$0.00
SUP;$6.75
Seba;$0.00
Decubate;$0.00
Aavegotchi FOMO;$0.01
ImminentVerse;$0.00
Dot Dot Finance;$0.00
Artrade;$0.01
SORA Synthetic USD;$0.79
Crypto Classic;$0.01
VCGamers;$0.02574
YFBitcoin;$6.97
NFTLaunch;$0.005346
EverETH;$0.000000002152
Galaxy Heroes;$0.00000000273
RatBoy BSC;$0.006081
Shkreli Inu;$0.0...07276
Mones;$0.00383
Dcoin Token;$0.00824
PolyPad;$0.00386
Matrix Labs;$0.00
Mars Doge;$0.00
Earn Defi Coin;$3.06
Momo Protocol;$0.00
MoonBear.finance;$0.00
Farmers World Wood;$0.00
xJEWEL;$0.30
Cindrum;$0.00
Funex;$0.11
Gravis Finance;$0.00
2044 Nuclear Apocalypse;$0.00
Ratscoin;$0.00
Steam Exchange;$0.00
CATpay;$0.00
CronaSwap;$0.01
Meta Rewards Token;$0.00
Collie Inu;$0.00
PMG Coin;$0.01
forbitspace;$0.00
REDMARS;$0.00
Evoverse Power;$0.01
Gods and Legends;$0.00
Secret (ERC20);$0.94
Adadao;$0.00
Moonscape;$0.00
888tron;$0.04
MeetPle;$0.01
VersaGames;$0.07
Marble Heroes;$0.03
Afyonspor Fan Token;$0.01
Space Cow Boy;$1.66
CZbnb;$67.74
FiboDex;$0.00
SaitaRealty;$0.00
Wrapped OKT;$13.82
ArchAngel Token;$0.00
TokenBot;$0.00
Arable Protocol;$0.01
MetaCash;$0.00
Apple Tokenized Stock Defichain;$105.71
Pi INU;$0.00
Catalina Whales Index;$0.74
VNDC;$0.00
$FiPi;$0.02
IMMOPET Token;$0.03
Andus Chain;$0.02
Lego Coin;$0.12
EarnX V2;$0.00
Uniform Fiscal Object;$0.00
Rikkei Finance;$0.01
DMEX (Decentralized Mining Exchange);$0.01
ZORT;$0.00
Reimagined Finance;$0.01
Endless Battlefield;$0.00
CortexDAO;$0.02
CryptoMines Reborn;$0.07
Guarded Ether;$961.13
Gyro;$4.35
Cultiplan(CTPL);$0.00
Sanji Inu;$0.00
Zomfi;$0.00
TTX METAVERSE;$0.00
Block Ape Scissors;$0.08
Banana.finance;$10.49
AnchorSwap;$0.01
MangoMan Intelligent;$0.00
Mogu;$0.01
AlphaFi;$0.00
Parallel Finance;$0.02
Phenix Finance;$0.01
Electric Vehicle Direct Currency;$0.00
MetaWeb3Pad;$0.00
Athens;$2.78
Aureus Nummus Gold;$0.00
BabyDoge ETH;$0.00
The Tokenized Bitcoin;$19536.65
Harmony Token;$0.00
Vegasino;$0.00
MetaRim;$0.00
Wrapped Cardano;$0.42
OLA;$0.00
CoinGhost;$0.01
Pizza Game;$0.00
WEDEX TOKEN V2;$0.40
SarabiChain;$0.00
Unlock Protocol;$10.49
SwapX;$0.01
Aavegotchi ALPHA;$0.01
BlockchainSpace;$0.05
Boulpik Token;$0.000004579
EURONIN;$0.00009001
Pige Inu;$0.0...05073
DogeMoon;$0.00004104
BabyApe;$0.00
Lottonation;$0.04653
MuesliSwap MILK;$1.32
3x Long EOS Token;$0.0000001572
Mimo Governance Token;$0.016
DBX;$0.0001576
FarmerDoge;$0.00
Starpad;$0.01
Shima Enaga;$0.00
YEL.Finance;$0.00
Moola Celo EUR;$0.97
Mammoth;$0.42
TORG;$0.00
Cosmic Champs;$0.08
FUTURECOIN;$0.03
governance ZIL;$8.43
All Coins Yield Capital;$0.00
Fatih Karagümrük SK Fan Token;$0.01
BitCanna;$0.02
YZZ;$0.00
Moonlight Token;$0.00
KOMPETE;$0.00
Cope;$0.04
Kitty Inu;$0.00
TAFToken;$0.01
YoCoin;$0.00
Lunar V2;$0.00
ZONE;$0.00
HolderMoon;$0.01
Waves Ducks;$17.11
Bostrom;$0.00
Dope Wars Paper;$0.00
Alnassr FC fan token;$0.00
Goldex Token;$0.15
Uzyth;$0.02
SoulSwap Finance;$0.00
Kodachi Token;$0.00
PaintSwap;$0.01
BullBankers;$0.00
Klaydice;$0.06
HEADLINE;$0.06
Martin Shkreli Inu;$0.00
Supercars;$0.15
Yoda Coin Swap;$0.01
Meme Lordz;$0.01
Swapsicle;$0.01
Corgiswap;$0.01
Erzurumspor Token;$0.36
Edge;$0.06
Comb Finance;$4.64
BLACK SHIBA INU;$0.00
DisciplesDAO;$0.00
Homerun Token;$0.00
Serene;$761.60
Whive Protocol;$0.00
四皇 - Four Emperors;$120396.01
TruBadger;$0.00
Vanguard S&P 500 ETF Tokenized Stock Defichain;$253.01
Metacoin;$0.05
Ripio Coin;$0.01
SideKick Token;$0.04
Regen Network;$0.24
Matrix Token;$0.00
CloudCoin;$0.22
Mech Master;$0.00
Poollotto.finance;$8.48
Sphynx BSC;$0.00
Maxonrow;$0.00
Fluffy Coin;$0.00
CompliFi;$0.10
Hashmasks;$5.79
Quartz;$0.00
SPORT;$0.06
Realms of Ruby;$5.75
Titi Financial;$0.00
Tranquil Staked ONE;$0.27
bitcastle;$0.00
Gem Guardian;$0.03
Stader sFTMX;$0.23
Velhalla;$0.00
CoinsPaid;$0.03
Z7DAO;$0.06
Club Donkey;$0.00
TruePNL;$0.03
DarleyGo Essence;$0.01
Polygon HBD;$1.00
Bankless DAO;$0.01
Notional Finance;$0.27
Shiba Interstellar;$0.00
PayBolt;$0.00
PlayNity;$0.01
Cross-Chain Bridge Token;$0.01
DogeGF;$0.00
Moonarch.app;$0.01
Monstock;$0.00
Dentrocoin;$0.0000002112
Holy Trinity;$5.80
Effort Economy;$0.0125
Muslim Coins;$0.005698
Fuma Finance;$0.03982
Crystal Powder;$0.0036
HornHub finance;$0.00002535
Neeo;$0.003
ShibaCorgi;$0.0...00059
DogeZilla;$0.0...00064
Riot Racers;$0.00
3x Short Litecoin Token;$0.00
Thoreum V3;$0.46
AveFarm;$0.00
RIFI United;$0.00
Compound 0x;$0.01
BlockStream Mining Notes;$147126.42
Nobility;$0.00
Shakita Inu;$0.00
iShares 20+ Year Treasury Bond ETF Defichain;$76.97
wanETH;$1321.80
POP Network Token;$0.00
NYCCoin;$0.00
GranX Chain;$0.01
Poodl Token;$0.00
Slime Royale Cupid Essence;$0.01
Crypto Perx;$0.01
FluidFi;$0.45
BTC 2x Flexible Leverage Index;$4.48
Aavegotchi FUD;$0.00
1X Short Ethereum Token;$18.88
CFX Quantum;$0.00
NKCL Classic;$3.58
Shade Protocol;$8.72
Quidd;$0.05
Algomint;$0.02
TrustNFT;$0.00
Hulk Inu;$0.00
Neuralink;$0.00
Desmos;$0.05
Liquidity Accelerator Token;$0.15
Lydia Finance;$0.00
WGMI;$0.00
OneSwap DAO Token;$0.25
Hudi;$0.21
xPTP;$0.08
Adanaspor Fan Token;$0.03
SYLTARE;$0.66
Bitpanda Ecosystem Token;$0.35
SnowCrash Token;$0.01
DollarBack;$0.00
CRODEX;$4.36
Diviner Protocol;$0.00
Decentral Games Governance (xDG);$0.05
Stone;$0.00
Sienna;$0.65
Digitalatto;$0.02
Pokmonsters;$0.00
Y-5 FINANCE;$0.00
TRONbetDice;$0.01
Euler Tools;$0.03
ScarySwap.Io;$0.00
eFin Decentralized;$0.00
MyRichFarm;$0.00
Turtles Token;$0.10
Gold Nugget;$0.01
FADO Go;$0.00
Metamall;$0.00
NELO Metaverse;$0.00
WingStep;$0.00
VoltSwap;$0.02
Mexican Peso Tether;$0.05
Azit;$0.04
CoinClaim;$0.00
Shiny Ore;$0.00
Galaxy;$0.02
BicycleFi;$0.00
MarX;$0.01
ORIGYN Foundation;$0.02
Streamer Inu;$0.00
Minds;$0.12
BNPL Pay;$0.00
DecentralizedUnited;$0.00
Metablackout;$0.00
World Bet Club;$0.01
Kyber Network Crystal Legacy;$1.13
MetaQ;$0.18
Joe Hat Token;$524.25
USDi;$1.00
Web3 Doge;$0.00
Atlantis Loans;$0.20
LinkCoin Token;$0.00
CocktailBar;$13.99
Miracle Universe;$0.00
PDBC Defichain;$12.57
Aavegotchi KEK;$0.03
Santa Floki v2.0;$0.00
CZbusd;$0.26
Widi Soul;$0.00
Pantos;$0.05703
RFOX Finance;$0.1392
Palantir Tokenized Stock Defichain;$5.94
TemplarDAO;$1.55
Dexfin;$0.01702
PANDAINU;$0.000003826
Microsoft Tokenized Stock Defichain;$177.94
Daikicoin;$0.009443
Roxe Cash;$0.01553
MetaGods;$0.01716
TryHards;$0.00
AVNRich Token;$0.00
Project CareCoin;$0.22
Mindsync;$0.00
AZ World SocialFi;$0.00
Kabosu;$0.00
Lithium Ventures;$0.01
DecentraBNB;$0.00
NFTBooks;$0.00
Renewable Energy;$0.00
Hare;$0.00
BullDoge Chain;$0.00
Interest Protocol;$0.21
Qawalla;$0.59
Finance.Vote;$0.00
Talent Token;$0.00
RC Celta de Vigo Fan Token;$0.02
Metars;$0.00
3x Long Litecoin Token;$0.00
GIBX Swap;$0.02
Swapz;$0.00
The Crypto You;$0.00
Mithrilverse;$0.00
3x Short Bitcoin SV Token;$0.00
Flashloans.com;$0.00
DEFIAI;$0.00
Dripto;$0.00
SalmonSwap;$1.25
Honey;$27.05
Millimeter;$0.00
HeadStarter;$0.02
Aircoins;$0.00
Librium Tech;$0.00
DOJO;$0.00
Kintsugi BTC;$19373.54
ChangeX;$0.02
EnreachDAO;$2.43
Blizzard.money;$0.04
Universal Gold;$1666.25
Passive Income;$12.37
Phoenix Protocol Dao;$0.01
3X Long BNB Token;$17.74
Pay It Now;$0.02
SolChicks Shards;$0.00
Ripae pMATIC;$0.21
JD Coin;$0.04
MIDA Token;$0.11
PayRue (Propel);$0.00
Scaleswap;$0.02
ProjectOasis;$0.06
Crypto Volatility Token;$69.94
GOGOcoin;$0.03
BYTZ;$0.00
Plant Empires;$0.01
ExzoCoin 2.0;$0.00
Daily COP;$0.00
LuckyMeta Token;$0.17
Game Fantasy Token;$0.22
SOLACE;$0.01
3x Long Bitcoin Cash Token;$0.00
AddMeFast;$0.01
DiversiFi Blue;$0.00
dexIRA;$0.00
ZenSports;$0.00
R34P;$116.52
ImmortalDAO Finance;$1.94
Weentar;$0.00
Buzzshow;$0.00
Google Tokenized Stock Zipmex;$93.34
Tarality;$0.00
Whalmart;$0.00
Axion;$0.00
YOKcoin;$0.04
Moonpoly;$0.00
CryptoZoo  (new);$0.00
1peco;$2.38
GYSR;$0.07
Pebble;$24.42
MetaGear;$0.00
New Frontier Presents;$0.01
Matrak Fan Token;$0.00
BTS Chain;$0.01
Dead Knight Metaverse;$0.00
Totem;$0.00
LimoCoin Swap;$0.01
Okidoki Social;$0.00
BitValley;$0.00003755
Cougar;$0.00
HunnyDAO;$0.05
NUDES;$0.00
Huny;$0.003141
Instaraise;$0.01429
AlgoStake;$0.00267
SokuSwap;$0.002897
Flag Network;$0.00003582
Wanaka Farm;$0.01814
Web3 Inu;$0.00000000524
BitOrbit;$0.0124
PIBBLE;$0.0003711
LINKS Token;$0.01
WanSwap;$0.00
Dash Diamond;$0.03
ReFork;$0.06
Dogger Token;$0.00
D-Drops;$0.00
DeGEM;$0.72
myMessage;$0.00
LockTrip;$0.80
Crosschain IOTX;$0.03
HashBit BlockChain;$0.00
Auditchain;$0.03
La Casa De Papel;$0.00
MetaniaGames;$0.00
Charm;$0.00
Avaxtars Token;$0.00
Digichain;$0.00
PooCoin;$0.29
NoLimitCoin;$0.00
Cricket Star Manager;$0.03
Sake;$1224.46
Apple tokenized stock FTX;$140.74
Adalend;$0.01
UNIUM;$79.43
Laeeb Inu;$0.00
MetaBUSDCoin;$0.00
Ojamu;$0.01
KoaCombat;$0.00
BabyApeFunClub;$0.00
Golden Goal;$0.00
Metavice;$0.00
Pagan Gods;$0.00
Coinbase tokenized stock FTX;$66.53
ShibChain;$0.00
ParaState;$0.01
ByteEx;$0.00
Blue Baikal;$0.00
CAPITAL X CELL;$0.00
Gooeys;$0.00
Yield Yak;$256.90
CharityDAO;$0.05
Rizespor Token;$0.44
Omicron;$0.00
PokerFI.Finance;$0.00
Okay Bears Floor Index;$1.60
BLOKPAD;$0.00
Football Stars;$0.00
Greed;$0.00
linSpirit;$0.01
Octorand;$0.56
VYNK CHAIN;$0.00
Meta Kongz;$0.04
NEMO;$0.10
Slime Royale Gold;$0.01
Gary;$0.21
Scorefam;$0.00
Drover Inu;$0.00
Catverse;$0.00
NiftyPays;$0.00
Marvin Inu;$0.00
Alkemi Network DAO Token;$0.00
Dipper Network;$0.00
Pi Network DeFi;$0.00
Starter;$0.16
Governance ALGO;$0.33
Structure finance;$0.01
AutoShark DEX;$0.00
BUSD Buffet;$0.00
Celo Brazilian Real;$0.19
FLEX;$0.12
GoMeat;$0.53
Poochain;$0.00
Serum Ecosystem Token;$3.03
Graphene;$0.01
GemDao;$0.00
Lumenswap;$0.01
Monster;$0.05
Yield Yak AVAX;$17.42
BlackPool;$0.35
EAGLE MINING NETWORK;$0.02
Manyswap;$0.00
DarkMatter;$0.02
Defrost Finance;$0.89
ZionLabs Token;$0.03
DeVolution;$0.00
iStep;$0.00
CryptoVsZombie;$0.00
MDB Plus;$1.17
Stabledoc;$0.006134
PAW;$0.0000027
Birb;$0.00564
IOTEN;$0.0003009
MarbleVerse;$0.003875
Age of Tanks;$0.0009723
Dragon Crypto Aurum;$9.15
Wrapped Fuse;$0.08279
BananaClubToken;$0.004783
CrypterToken;$0.0...09205
Bill Murray Inu;$0.00
MonoX Protocol;$0.06
eBlockStock;$0.02
Senspark;$0.00
ICHELLO Music & Technology;$0.00
Idle Ninja Online;$0.00
LOA Protocol;$0.00
DigiMetaverse;$0.01
Sacred Tails;$0.00
Gami Studio;$0.00
Protofi;$0.00
DEFY;$0.01
Takepile;$0.37
Mover;$0.17
Project Quantum;$0.00
FastSwap (BSC);$0.00
Peoplez;$0.01
Zinari;$0.00
Cens World;$0.00
FIFA Champs;$0.00
Koda Cryptocurrency;$0.00
Versatile Finance;$0.00
Alpha Shares;$0.00
Radar;$0.03
EverEarn;$0.00
CoinWind;$0.26
NBG Finance;$0.03
Weave;$0.12
